Time,LarmX,LarmY,LArmZ
5.303069498069498,0.13253056208292646,0.12191135386625927,0.0035887882113456726
5.403127413127413,0.1332549571990967,0.1393759866555532,0.0060736487309137974
5.503185328185328,0.13025868634382887,0.13316694100697837,0.0016771789329747358
5.603243243243243,0.13165839711825056,0.12191168169180554,0.006418846547603607
5.703301158301159,0.13764499823252363,0.11520677010218304,0.004645354735354582
5.803359073359073,0.14418722887833915,0.11377325852711997,0.005196212790906429
5.903416988416988,0.14636396070321403,0.11717092692852021,0.0036399060239394503
6.0034749034749035,0.14038159151872,0.12634807030359907,0.001632760123660167
6.103532818532819,0.14392693042755128,0.12858397463957472,0.0004173483078678449
6.203590733590733,0.14411106407642366,0.12688394089539848,-0.007300337155659993
6.3036486486486485,0.14503861169020338,0.1241784860690435,-0.01253629724184672
6.403706563706564,0.1411192983388901,0.1113824268182119,-0.020203224072853722
6.503764478764479,0.13694270153840385,0.09318435390790306,-0.020888522267341614
6.603822393822393,0.13711745738983155,0.07506670753161114,-0.01925753802061081
6.703880308880309,0.1409323185682297,0.07211128075917564,-0.02258972326914469
6.803938223938224,0.13880619605382286,0.07070442239443464,-0.026889880498250324
6.903996138996139,0.13877789874871574,0.07632215023040773,-0.026778665681680042
7.004054054054054,0.14468741615613304,0.08216320673624676,-0.025684100886185963
7.104111969111969,0.1459499369064967,0.09416387677192689,-0.024407091240088143
7.204169884169884,0.14967610140641532,0.10389456351598106,-0.029438508053620655
7.304227799227799,0.1493737618128459,0.11206312179565431,-0.02752210944890976
7.404285714285714,0.15096799234549207,0.11192931930224102,-0.0269997368256251
7.504343629343629,0.15199847221374513,0.10995428959528607,-0.02651183803876241
7.6044015444015445,0.14728046158949537,0.10520127614339195,-0.02466383079687754
7.704459459459459,0.14867232938607536,0.10434928735097251,-0.017632211248079933
7.804517374517374,0.14948303202788038,0.1051201641559601,-0.005197285674512386
7.904575289575289,0.13990927934646608,0.12397392292817436,-0.0037202521537741022
8.004633204633205,0.1319656441609065,0.13267201880613966,0.08123053113619486
8.10469111969112,0.12690088351567588,0.1359500606854757,0.03369606286287308
8.204749034749035,0.11432925065358482,0.13204397956530256,0.025933362543582916
8.304806949806949,0.13973405659198762,0.12764689028263093,0.010570775717496872
8.404864864864864,0.1282975047826767,0.12675278087457023,-0.0067135294278462725
8.50492277992278,0.12852582037448884,0.12561284701029463,-0.017535886416832604
8.604980694980695,0.13333927293618522,0.1249511112769445,-0.017896537979443867
